review_id,user_id,product_id,rating,review_text,review_date,verified_purchase,helpful_votes,review_length,sentiment_score,is_fake
22285,7661,398,1,Stopped working after few days,06-08-2023,0,75,30,0.628,0
22286,6998,866,2,"Terrible product, do not buy",17-02-2022,1,33,28,0.921,0
22287,4060,759,1,Stopped working after few days,05-05-2024,0,61,30,0.766,0
22288,7222,521,4,Works perfectly and looks great,31-10-2023,1,93,31,-0.678,0
22289,643,1036,1,Stopped working after few days,14-11-2022,0,18,30,0.678,0
22290,6899,96,1,Very disappointed with the quality,12-05-2022,0,8,34,-0.601,0
22291,1469,1038,1,Very disappointed with the quality,23-08-2022,1,14,34,-0.568,0
22292,7371,330,2,Not as described,30-11-2023,1,32,16,0.681,0
22293,4096,648,3,Decent product,02-05-2024,0,38,14,0.224,0
22294,1339,799,4,Very satisfied with this purchase,05-03-2023,1,113,33,-0.386,0
22295,7129,141,3,Nothing special but acceptable,07-08-2022,1,21,30,0.608,0
22296,7708,272,4,Works perfectly and looks great,19-01-2024,0,29,31,0.234,0
22297,884,1132,1,Stopped working after few days,24-07-2024,1,89,30,-0.639,0
22298,4622,569,5,Excellent quality and fast delivery,12-01-2022,1,12,35,0.85,0
22299,3703,33,1,"Terrible product, do not buy",14-02-2022,1,163,28,0.803,0
22300,3192,1197,5,Excellent quality and fast delivery,12-11-2023,1,142,35,0.284,0
22301,4481,263,2,Very disappointed with the quality,09-03-2024,1,115,34,0.779,0
22302,7870,55,5,Very satisfied with this purchase,16-01-2024,1,9,33,0.368,0
22303,79,907,4,Works perfectly and looks great,09-03-2023,0,162,31,0.467,0
22304,334,677,1,"Terrible product, do not buy",09-03-2024,0,90,28,0.714,0
22305,633,492,3,Decent product,25-10-2023,1,97,14,0.126,0
22306,2921,90,5,Excellent quality and fast delivery,11-07-2024,1,125,35,0.433,0
22307,1468,1117,4,Very satisfied with this purchase,05-07-2024,0,78,33,0.559,0
22308,5000,1185,2,Very disappointed with the quality,11-07-2023,1,20,34,-0.741,0
22309,4638,824,2,Very disappointed with the quality,21-06-2022,1,124,34,0.239,0
22310,924,799,1,Very disappointed with the quality,23-09-2023,0,1,34,-0.685,0
22311,2242,858,3,Product is okay,24-03-2023,0,94,15,-0.293,0
22312,3349,247,1,Waste of money,25-07-2022,0,23,14,-0.63,0
22313,5370,985,3,Decent product,31-03-2024,0,93,14,0.026,0
22314,1791,1045,1,"Terrible product, do not buy",20-07-2023,1,177,28,0.464,0
22315,2459,873,4,Works perfectly and looks great,23-04-2022,1,33,31,0.277,0
22316,4787,635,5,Excellent quality and fast delivery,10-08-2024,1,95,35,0.503,0
22317,5813,966,2,Stopped working after few days,14-09-2022,1,110,30,-0.553,0
22318,3849,1174,2,Very disappointed with the quality,29-10-2022,0,123,34,0.496,0
22319,5966,176,3,Decent product,22-07-2023,1,0,14,0.8,0
22320,3447,1176,5,Very satisfied with this purchase,19-11-2022,0,62,33,-0.529,0
22321,6986,940,1,Not as described,21-10-2022,1,112,16,-0.35,0
22322,6068,609,2,Very disappointed with the quality,13-05-2024,0,28,34,0.42,0
22323,3379,467,3,Average experience,05-03-2022,1,196,18,0.183,0
22324,6645,1046,1,Stopped working after few days,12-01-2022,1,107,30,0.235,0
22325,5017,1185,2,Waste of money,01-04-2022,0,102,14,0.01,0
22326,6188,102,4,Very satisfied with this purchase,18-02-2024,0,167,33,-0.463,0
22327,5386,700,5,Excellent quality and fast delivery,27-06-2024,0,70,35,0.911,0
22328,1487,148,3,Average experience,31-12-2023,1,127,18,-0.491,0
22329,4909,100,3,Nothing special but acceptable,10-04-2024,1,32,30,-0.97,0
22330,25,527,4,Amazing product and good value,13-05-2023,0,10,30,0.149,0
22331,6069,556,5,Amazing product and good value,06-01-2022,0,44,30,0.727,0
22332,5240,273,4,"Great product, highly recommend",05-05-2022,0,62,31,-0.234,0
22333,4470,556,4,Very satisfied with this purchase,11-05-2022,1,87,33,0.226,0
22334,3191,492,5,Excellent quality and fast delivery,10-11-2022,1,127,35,0.644,0
22335,4146,571,2,Waste of money,13-06-2022,1,19,14,-0.796,0
22336,1537,833,2,Not as described,20-09-2022,0,85,16,0.231,0
22337,1066,62,5,Very satisfied with this purchase,21-12-2023,0,85,33,-0.045,0
22338,5541,766,5,"Great product, highly recommend",25-05-2022,1,161,31,-0.227,0
22339,4516,994,1,Stopped working after few days,19-07-2024,1,111,30,-0.235,0
22340,5536,453,3,Nothing special but acceptable,11-06-2023,1,49,30,0.419,0
22341,2615,9,1,"Terrible product, do not buy",07-08-2022,1,166,28,-0.971,0
22342,2842,229,2,Waste of money,03-08-2022,0,143,14,-0.513,0
22343,4705,413,4,Excellent quality and fast delivery,29-10-2022,1,169,35,-0.492,0
22344,249,599,5,Excellent quality and fast delivery,15-10-2023,1,81,35,0.921,0
22345,3537,218,4,Amazing product and good value,21-08-2024,1,28,30,-0.117,0
22346,3519,875,3,Decent product,29-11-2022,1,41,14,-0.193,0
22347,2127,1009,3,Average experience,07-12-2023,0,154,18,-0.502,0
22348,6358,168,5,Works perfectly and looks great,01-09-2024,0,36,31,-0.364,0
22349,1436,1014,4,"Great product, highly recommend",17-08-2024,0,197,31,-0.146,0
22350,7583,1093,3,Average experience,13-04-2024,0,128,18,-0.947,0
22351,1401,218,1,Not as described,14-08-2023,0,168,16,-0.541,0
22352,3563,1132,4,Very satisfied with this purchase,19-11-2022,1,153,33,0.581,0
22353,7315,804,3,Decent product,09-02-2022,0,137,14,-0.258,0
22354,5521,173,1,"Terrible product, do not buy",10-10-2023,1,148,28,-0.482,0
22355,1976,1193,2,Waste of money,09-11-2023,1,82,14,0.247,0
22356,3912,14,2,"Terrible product, do not buy",01-04-2022,0,72,28,-0.975,0
22357,7302,1181,2,"Terrible product, do not buy",22-01-2022,1,89,28,0.963,0
22358,7607,597,3,Product is okay,07-10-2022,0,117,15,-0.783,0
22359,5143,49,5,Works perfectly and looks great,07-08-2022,1,192,31,0.596,0
22360,4136,911,2,Stopped working after few days,07-11-2022,0,28,30,0.405,0
22361,5465,332,3,Product is okay,22-01-2024,0,98,15,-0.612,0
22362,3021,706,3,Product is okay,13-10-2022,1,125,15,-0.517,0
22363,1784,1142,5,Works perfectly and looks great,05-11-2023,0,176,31,0.904,0
22364,5312,783,4,Works perfectly and looks great,21-01-2023,0,79,31,0.506,0
22365,21,996,2,Stopped working after few days,25-09-2023,0,46,30,0.066,0
22366,7149,741,2,Stopped working after few days,13-03-2024,1,6,30,-0.725,0
22367,7484,706,2,Very disappointed with the quality,19-05-2024,0,94,34,0.03,0
22368,3600,880,3,Product is okay,19-02-2024,0,190,15,-0.34,0
22369,2147,314,3,Product is okay,07-08-2022,0,117,15,0.295,0
22370,3923,87,4,"Great product, highly recommend",10-08-2022,1,38,31,0.636,0
22371,603,56,1,Not as described,08-01-2022,1,78,16,0.312,0
22372,2840,1127,4,"Great product, highly recommend",03-06-2023,1,73,31,0.481,0
22373,4097,409,1,Waste of money,21-10-2023,0,118,14,-0.42,0
22374,3574,404,3,Product is okay,22-03-2022,1,131,15,0.74,0
22375,6281,835,2,Stopped working after few days,20-06-2022,0,70,30,0.401,0
22376,4918,376,5,"Great product, highly recommend",14-01-2023,0,106,31,-0.108,0
22377,5210,195,5,Very satisfied with this purchase,03-08-2022,0,55,33,-0.184,0
22378,4965,258,3,Nothing special but acceptable,10-03-2024,0,18,30,0.257,0
22379,1927,714,5,"Great product, highly recommend",06-05-2022,0,140,31,0.662,0
22380,7650,251,4,Excellent quality and fast delivery,30-05-2022,1,146,35,-0.636,0
22381,3866,333,1,Waste of money,18-07-2022,0,135,14,0.44,0
22382,1664,201,5,Very satisfied with this purchase,03-09-2024,1,73,33,0.86,0
22383,718,1138,4,Very satisfied with this purchase,18-11-2023,0,70,33,0.737,0
22384,7256,304,1,Waste of money,27-08-2022,0,31,14,-0.782,0
22385,2585,647,4,Amazing product and good value,16-07-2024,0,94,30,-0.488,0
22386,1305,1047,3,Nothing special but acceptable,19-07-2024,1,34,30,0.066,0
22387,2242,303,1,"Terrible product, do not buy",09-02-2023,1,176,28,-0.479,0
22388,5343,179,2,Stopped working after few days,03-01-2023,1,188,30,0.904,0
22389,774,380,3,Nothing special but acceptable,12-07-2022,0,155,30,-0.701,0
22390,2611,159,4,Very satisfied with this purchase,25-05-2024,0,127,33,-0.586,0
22391,4833,428,1,Waste of money,20-07-2022,1,29,14,-0.873,0
22392,5160,392,3,Product is okay,22-09-2024,0,51,15,-0.299,0
22393,3323,491,2,"Terrible product, do not buy",28-04-2024,0,11,28,-0.169,0
22394,3048,399,4,Excellent quality and fast delivery,02-07-2024,0,136,35,0.476,0
22395,1661,100,2,Waste of money,23-05-2022,0,96,14,0.69,0
22396,4493,1149,3,Does the job,28-04-2023,0,112,12,-0.1,0
22397,3438,866,1,Very disappointed with the quality,02-06-2023,1,51,34,-0.427,0
22398,2394,187,1,"Terrible product, do not buy",02-05-2023,1,110,28,-0.028,0
22399,2414,115,1,Very disappointed with the quality,05-01-2022,0,88,34,0.735,0
22400,6138,444,5,Very satisfied with this purchase,29-04-2024,0,74,33,0.568,0
22401,262,1152,4,Excellent quality and fast delivery,25-06-2022,0,51,35,0.919,0
22402,4267,726,5,Works perfectly and looks great,22-10-2023,0,131,31,-0.503,0
22403,6997,1177,3,Does the job,01-06-2024,0,27,12,-0.338,0
22404,1864,596,5,Amazing product and good value,03-06-2023,0,164,30,0.356,0
22405,7344,175,2,Stopped working after few days,24-04-2024,1,117,30,0.908,0
22406,5366,128,1,Stopped working after few days,22-01-2023,0,43,30,0.658,0
22407,4292,748,4,Works perfectly and looks great,07-01-2023,0,158,31,-0.348,0
22408,5196,125,1,"Terrible product, do not buy",09-01-2022,0,33,28,-0.87,0
22409,6373,362,2,Stopped working after few days,29-08-2024,0,67,30,0.888,0
22410,7215,906,3,Nothing special but acceptable,29-04-2024,1,90,30,0.278,0
22411,4787,660,1,"Terrible product, do not buy",15-02-2024,0,123,28,0.436,0
22412,5860,1040,4,Works perfectly and looks great,02-10-2022,0,153,31,0.271,0
22413,7471,1040,3,Average experience,07-02-2022,0,138,18,0.461,0
22414,1471,974,1,Waste of money,20-02-2022,0,114,14,0.584,0
22415,3664,1192,1,"Terrible product, do not buy",26-09-2024,1,52,28,0.802,0
22416,5988,993,4,"Great product, highly recommend",05-09-2024,1,97,31,0.885,0
22417,3583,525,5,"Great product, highly recommend",08-01-2024,0,51,31,-0.21,0
22418,6488,827,2,Waste of money,05-01-2024,1,121,14,0.991,0
22419,5447,752,4,Works perfectly and looks great,26-09-2023,0,106,31,-0.119,0
22420,5327,1161,3,Average experience,25-08-2023,1,53,18,0.659,0
22421,7630,75,5,Very satisfied with this purchase,25-06-2023,0,55,33,-0.687,0
22422,5705,1176,5,Works perfectly and looks great,01-08-2022,1,148,31,-0.955,0
22423,982,117,3,Nothing special but acceptable,29-03-2024,0,128,30,0.583,0
22424,6745,1085,3,Does the job,21-06-2024,0,152,12,-0.9,0
22425,6193,1181,1,Not as described,29-05-2024,0,186,16,-0.378,0
22426,6504,509,3,Product is okay,22-11-2022,0,111,15,-0.972,0
22427,4161,273,3,Does the job,03-05-2022,1,88,12,-0.803,0
22428,1890,335,3,Product is okay,21-04-2024,0,71,15,-0.931,0
22429,2454,143,1,Not as described,15-04-2023,1,61,16,-0.066,0
22430,5846,889,2,Very disappointed with the quality,16-05-2022,1,70,34,0.29,0
22431,2144,792,2,Not as described,09-12-2023,0,65,16,0.659,0
22432,2396,1089,5,Excellent quality and fast delivery,31-01-2022,1,185,35,-0.814,0
22433,3970,168,2,"Terrible product, do not buy",06-10-2022,0,195,28,-0.229,0
22434,5420,55,1,Stopped working after few days,05-04-2024,1,163,30,-0.674,0
22435,991,662,4,Excellent quality and fast delivery,09-04-2022,1,86,35,-0.323,0
22436,7932,482,4,Amazing product and good value,24-11-2022,1,84,30,0.968,0
22437,1168,803,1,Stopped working after few days,12-08-2022,0,189,30,-0.058,0
22438,7473,1141,4,"Great product, highly recommend",15-11-2022,1,192,31,-0.29,0
22439,7054,1183,3,Product is okay,15-07-2024,0,86,15,-0.309,0
22440,2628,976,3,Decent product,18-08-2022,1,98,14,0.422,0
22441,3083,327,1,Very disappointed with the quality,08-05-2022,0,140,34,0.75,0
22442,4014,413,4,Works perfectly and looks great,12-11-2022,0,111,31,0.051,0
22443,3359,348,5,Works perfectly and looks great,16-11-2022,1,152,31,0.665,0
22444,2800,803,1,Very disappointed with the quality,10-06-2024,1,35,34,0.128,0
22445,7945,119,1,Stopped working after few days,28-06-2023,1,6,30,0.314,0
22446,4262,51,2,Waste of money,26-07-2024,0,40,14,-0.186,0
22447,1833,904,3,Does the job,25-11-2022,1,89,12,0.378,0
22448,363,259,2,"Terrible product, do not buy",06-11-2022,0,184,28,0.328,0
22449,6647,30,1,Very disappointed with the quality,31-08-2022,1,55,34,0.366,0
22450,6397,720,5,Works perfectly and looks great,03-10-2022,1,33,31,-0.065,0
22451,2340,949,3,Average experience,28-09-2022,1,167,18,0.735,0
22452,4577,393,2,Stopped working after few days,05-11-2022,0,184,30,0.831,0
22453,4307,1092,4,"Great product, highly recommend",27-01-2022,0,57,31,-0.09,0
22454,7173,899,1,Very disappointed with the quality,12-07-2023,0,188,34,0.298,0
22455,649,333,5,Excellent quality and fast delivery,15-04-2023,0,156,35,0.542,0
22456,7647,1186,1,Very disappointed with the quality,26-07-2023,1,24,34,-0.443,0
22457,2202,1054,2,Waste of money,24-05-2022,0,41,14,0.388,0
22458,4420,691,2,"Terrible product, do not buy",11-12-2022,1,123,28,0.822,0
22459,4527,23,1,Stopped working after few days,20-03-2023,1,147,30,-0.042,0
22460,3169,360,3,Nothing special but acceptable,09-11-2023,1,11,30,0.136,0
22461,1253,476,3,Average experience,16-05-2024,1,42,18,0.276,0
22462,832,280,2,Waste of money,05-08-2022,1,89,14,-0.541,0
22463,768,272,5,Very satisfied with this purchase,17-02-2023,0,186,33,-0.226,0
22464,6330,124,1,Stopped working after few days,28-07-2024,1,154,30,-0.198,0
22465,7480,174,5,Works perfectly and looks great,20-10-2023,1,23,31,0.604,0
22466,6452,439,1,Very disappointed with the quality,17-06-2024,1,119,34,-0.233,0
22467,4675,915,2,Waste of money,12-02-2024,1,27,14,0.661,0
22468,3932,425,5,Works perfectly and looks great,20-02-2022,0,15,31,0.616,0
22469,629,629,1,Waste of money,03-10-2022,0,90,14,0.756,0
22470,7415,1127,4,Very satisfied with this purchase,03-08-2023,1,114,33,-0.279,0
22471,1185,638,4,Very satisfied with this purchase,26-07-2024,1,53,33,-0.517,0
22472,2160,1140,2,Stopped working after few days,12-11-2023,1,102,30,0.456,0
22473,3744,185,5,Excellent quality and fast delivery,24-07-2024,0,162,35,0.622,0
22474,3230,917,3,Does the job,23-08-2024,0,181,12,0.515,0
22475,7680,911,1,Stopped working after few days,03-12-2022,0,189,30,0.449,0
22476,1444,465,5,Very satisfied with this purchase,15-04-2024,1,65,33,-0.316,0
22477,3472,516,3,Does the job,28-01-2023,0,146,12,-0.079,0
22478,2460,939,5,Very satisfied with this purchase,16-12-2023,0,115,33,-0.913,0
22479,2152,175,5,Works perfectly and looks great,08-05-2023,1,37,31,-0.512,0
22480,125,433,1,Very disappointed with the quality,11-04-2022,1,183,34,-0.714,0
22481,6808,402,1,Waste of money,23-02-2022,0,61,14,0.773,0
22482,4000,262,2,Waste of money,16-08-2022,0,47,14,0.152,0
22483,4103,460,4,Excellent quality and fast delivery,30-04-2023,1,23,35,-0.257,0
22484,1733,1012,4,Works perfectly and looks great,31-07-2024,0,175,31,0.021,0
22485,5143,724,1,Waste of money,21-12-2023,0,190,14,-0.438,0
22486,858,92,1,Waste of money,19-06-2022,1,149,14,-0.495,0
22487,6804,155,2,Very disappointed with the quality,13-06-2023,1,177,34,-0.147,0
22488,4787,395,5,"Great product, highly recommend",29-04-2023,0,51,31,0.668,0
22489,4418,872,3,Average experience,04-06-2023,0,75,18,0.315,0
22490,5510,787,5,Works perfectly and looks great,26-12-2022,1,27,31,0.642,0
22491,3563,1144,5,Excellent quality and fast delivery,28-02-2023,1,89,35,0.862,0
22492,4218,305,2,Stopped working after few days,05-01-2022,0,20,30,-0.024,0
22493,2475,348,5,"Great product, highly recommend",11-03-2023,1,137,31,-0.432,0
22494,1683,614,3,Product is okay,23-12-2023,0,127,15,0.883,0
22495,5111,993,2,Not as described,11-05-2023,0,135,16,0.416,0
22496,7245,543,1,Waste of money,22-07-2024,1,178,14,-0.812,0
22497,3959,516,2,Waste of money,09-01-2024,0,173,14,-0.698,0
22498,6589,164,5,"Great product, highly recommend",21-01-2023,1,55,31,-0.341,0
22499,6768,88,1,Waste of money,24-01-2022,0,37,14,-0.613,0
22500,3963,537,1,Stopped working after few days,09-05-2022,0,160,30,-0.066,0
22501,3477,1085,3,Decent product,14-12-2023,0,94,14,0.305,0
22502,1147,211,3,Decent product,04-03-2024,0,25,14,0.711,0
22503,5746,253,3,Decent product,14-07-2023,1,44,14,0.108,0
22504,3156,1035,1,Stopped working after few days,02-07-2024,0,149,30,0.213,0
22505,2144,740,2,Waste of money,01-09-2023,0,32,14,0.391,0
22506,1922,853,3,Nothing special but acceptable,21-08-2022,1,40,30,0.89,0
22507,1690,1146,2,Not as described,02-05-2024,1,78,16,0.981,0
22508,174,528,4,Very satisfied with this purchase,19-09-2022,1,192,33,0.544,0
22509,6612,946,1,Very disappointed with the quality,15-01-2022,0,28,34,-0.49,0
22510,7189,474,1,Very disappointed with the quality,06-06-2024,0,63,34,0.572,0
22511,170,564,2,Very disappointed with the quality,01-08-2024,1,46,34,0.696,0
22512,2244,924,3,Average experience,04-04-2024,0,98,18,-0.948,0
22513,2740,346,1,Stopped working after few days,17-01-2024,1,58,30,0.229,0
22514,4373,1016,3,Does the job,20-02-2024,0,185,12,-0.657,0
22515,385,213,1,Waste of money,11-08-2023,1,68,14,0.949,0
22516,1273,775,1,Waste of money,17-10-2022,1,172,14,0.663,0
22517,1716,227,3,Nothing special but acceptable,04-09-2024,1,145,30,-0.57,0
22518,24,577,4,Excellent quality and fast delivery,29-05-2024,0,92,35,-0.865,0
22519,3280,961,2,Stopped working after few days,05-07-2023,0,3,30,-0.577,0
22520,3783,39,2,Very disappointed with the quality,01-04-2022,0,81,34,-0.409,0
22521,4586,464,3,Average experience,06-01-2023,0,172,18,-0.414,0
22522,4240,256,2,Waste of money,17-09-2023,1,18,14,-0.489,0
22523,5887,85,1,Very disappointed with the quality,04-09-2023,0,17,34,-0.27,0
22524,5973,241,4,"Great product, highly recommend",20-07-2022,0,196,31,0.134,0
22525,6974,157,3,Decent product,30-01-2022,0,89,14,-0.211,0
22526,1934,676,4,Very satisfied with this purchase,04-01-2024,1,152,33,0.89,0
22527,6282,571,1,Waste of money,23-03-2024,1,141,14,0.335,0
22528,7450,1122,1,Not as described,26-08-2024,1,79,16,-0.749,0
22529,2614,88,3,Product is okay,28-05-2024,1,192,15,0.805,0
22530,7776,585,5,Very satisfied with this purchase,17-12-2023,1,7,33,-0.003,0
22531,2738,528,5,Very satisfied with this purchase,27-06-2022,1,27,33,-0.329,0
22532,3109,310,5,"Great product, highly recommend",07-08-2022,0,139,31,0.016,0
22533,6248,468,5,"Great product, highly recommend",28-12-2022,0,22,31,-0.203,0
22534,5718,1155,3,Does the job,04-08-2022,0,90,12,-0.848,0
22535,3268,704,5,Very satisfied with this purchase,22-10-2023,1,175,33,-0.051,0
22536,4601,59,1,Waste of money,24-12-2023,0,27,14,0.502,0
22537,2185,735,5,Very satisfied with this purchase,27-06-2022,0,81,33,-0.641,0
22538,472,912,3,Does the job,22-05-2023,0,101,12,-0.241,0
22539,5500,673,4,Very satisfied with this purchase,31-01-2024,0,122,33,-0.571,0
22540,918,900,3,Nothing special but acceptable,11-11-2022,0,118,30,0.3,0
22541,1808,315,1,"Terrible product, do not buy",22-03-2024,0,156,28,-0.11,0
22542,1574,179,5,Excellent quality and fast delivery,30-09-2022,0,140,35,-0.96,0
22543,5491,360,4,Amazing product and good value,11-05-2024,1,17,30,0.848,0
22544,6703,857,5,Excellent quality and fast delivery,08-02-2023,1,90,35,0.159,0
22545,3792,336,2,Stopped working after few days,24-05-2022,1,126,30,-0.851,0
22546,2089,1022,1,Waste of money,30-04-2023,1,158,14,0.197,0
22547,5665,857,3,Average experience,24-04-2023,1,53,18,0.968,0
22548,4825,552,3,Product is okay,05-07-2022,1,78,15,0.498,0
22549,692,609,2,Very disappointed with the quality,17-11-2023,0,81,34,0.574,0
22550,3127,703,3,Decent product,17-08-2024,1,127,14,-0.46,0
22551,2842,292,3,Does the job,16-04-2022,1,138,12,-0.19,0
22552,3715,827,3,Decent product,19-04-2022,1,85,14,-0.219,0
22553,7013,335,3,Average experience,22-08-2023,0,93,18,-0.005,0
22554,1543,1,5,Excellent quality and fast delivery,09-10-2023,1,153,35,-0.56,0
22555,3605,77,3,Does the job,14-02-2023,1,4,12,0.665,0
22556,3435,370,2,Not as described,07-12-2023,1,147,16,-0.632,0
22557,3432,77,3,Product is okay,12-03-2023,0,122,15,0.147,0
22558,7532,38,2,Waste of money,03-07-2023,0,66,14,0.16,0
22559,3428,1191,2,Stopped working after few days,09-08-2022,0,178,30,-0.682,0
22560,537,100,4,Very satisfied with this purchase,01-04-2024,1,160,33,-0.816,0
22561,6853,418,4,Amazing product and good value,19-11-2022,1,185,30,-0.318,0
22562,5536,722,3,Average experience,16-05-2023,0,167,18,-0.829,0
22563,4327,604,2,Waste of money,11-04-2024,0,29,14,0.436,0
22564,4163,791,2,Very disappointed with the quality,14-05-2022,1,196,34,-0.72,0
22565,2151,940,5,Amazing product and good value,15-03-2024,0,61,30,-0.115,0
22566,4685,1095,1,Waste of money,03-09-2023,1,25,14,0.295,0
22567,1854,251,5,Excellent quality and fast delivery,17-03-2024,0,160,35,0.743,0
22568,2827,1026,1,Waste of money,17-01-2022,1,73,14,0.803,0
22569,3162,757,5,Very satisfied with this purchase,13-03-2023,0,134,33,-0.656,0
22570,3809,914,1,Stopped working after few days,30-08-2023,1,167,30,0.745,0
22571,2375,367,2,Very disappointed with the quality,30-11-2023,0,156,34,-0.491,0
22572,2318,647,2,Very disappointed with the quality,28-03-2023,1,161,34,-0.589,0
22573,135,470,5,"Great product, highly recommend",12-06-2024,0,103,31,-0.628,0
22574,1451,1134,3,Product is okay,22-11-2022,0,122,15,-0.151,0
22575,4526,465,5,Excellent quality and fast delivery,26-09-2022,1,107,35,-0.983,0
22576,209,1112,5,Excellent quality and fast delivery,10-05-2022,1,47,35,0.492,0
22577,2016,1198,3,Decent product,11-04-2023,0,52,14,0.318,0
22578,243,939,5,"Great product, highly recommend",17-05-2022,1,30,31,-0.234,0
22579,5020,507,2,Not as described,31-08-2023,0,58,16,0.959,0
22580,5997,635,4,Works perfectly and looks great,15-08-2023,0,56,31,0.671,0
22581,388,112,5,Works perfectly and looks great,11-04-2022,1,68,31,-0.299,0
22582,5086,180,3,Does the job,05-01-2022,0,23,12,-0.887,0
22583,7488,799,3,Nothing special but acceptable,13-06-2022,0,125,30,-0.313,0
22584,1026,277,4,Very satisfied with this purchase,07-03-2023,1,14,33,-0.339,0
22585,2154,1116,1,"Terrible product, do not buy",16-06-2024,1,111,28,-0.304,0
22586,1255,146,3,Does the job,06-07-2023,0,34,12,0.871,0
22587,3808,674,2,Very disappointed with the quality,13-04-2023,1,21,34,0.263,0
22588,2833,860,3,Nothing special but acceptable,04-06-2023,1,190,30,-0.839,0
22589,2922,110,1,Very disappointed with the quality,03-02-2022,0,125,34,-0.2,0
22590,7752,1145,1,Waste of money,11-08-2022,1,2,14,-0.558,0
22591,1615,1115,5,"Great product, highly recommend",25-04-2024,1,140,31,0.922,0
22592,7534,72,1,Waste of money,29-08-2023,0,194,14,-0.35,0
22593,757,140,4,Amazing product and good value,24-06-2024,1,184,30,-0.618,0
22594,7697,132,4,Amazing product and good value,30-04-2024,0,2,30,-0.3,0
22595,99,1177,2,Very disappointed with the quality,18-03-2022,1,21,34,-0.104,0
22596,1757,487,1,Not as described,07-05-2024,1,177,16,-0.247,0
22597,1863,295,1,Waste of money,03-11-2023,0,174,14,-0.423,0
22598,3408,951,2,Waste of money,10-01-2022,0,60,14,-0.156,0
22599,2508,536,3,Decent product,01-05-2023,0,70,14,-0.126,0
22600,3943,298,2,Very disappointed with the quality,14-06-2022,1,177,34,-0.494,0
22601,3314,1180,1,Very disappointed with the quality,21-02-2023,0,171,34,-0.568,0
22602,7016,1077,5,Amazing product and good value,17-02-2022,1,45,30,0.962,0
22603,6226,81,1,Very disappointed with the quality,20-07-2022,0,24,34,0.018,0
22604,7209,811,3,Average experience,01-06-2022,0,131,18,0.455,0
22605,7095,344,5,Amazing product and good value,15-09-2023,0,6,30,0.857,0
22606,377,816,3,Nothing special but acceptable,05-11-2023,1,88,30,0.924,0
22607,6980,283,4,Excellent quality and fast delivery,26-10-2022,0,71,35,0.337,0
22608,8,925,2,Not as described,05-08-2023,0,88,16,-0.765,0
22609,2937,704,1,Very disappointed with the quality,15-05-2024,1,10,34,0.224,0
22610,4003,449,5,"Great product, highly recommend",23-08-2024,0,65,31,-0.866,0
22611,6740,993,1,Not as described,13-03-2024,0,187,16,-0.853,0
22612,7882,217,3,Nothing special but acceptable,15-12-2022,0,80,30,0.753,0
22613,7883,143,1,"Terrible product, do not buy",05-05-2022,0,186,28,0.162,0
22614,1564,285,4,Excellent quality and fast delivery,01-07-2022,1,172,35,0.664,0
22615,2019,1135,3,Product is okay,26-07-2023,1,7,15,0.536,0
22616,1492,313,4,Very satisfied with this purchase,26-03-2022,0,117,33,0.271,0
22617,3470,483,3,Decent product,25-08-2024,0,2,14,0.705,0
22618,6012,988,3,Average experience,31-03-2024,0,159,18,0.501,0
22619,4341,443,3,Does the job,03-07-2024,1,93,12,-0.383,0
22620,7019,798,2,"Terrible product, do not buy",09-03-2024,1,146,28,0.974,0
22621,1393,1134,1,"Terrible product, do not buy",17-02-2022,0,7,28,0.216,0
22622,1725,173,5,Works perfectly and looks great,25-08-2024,0,62,31,-0.923,0
22623,6913,1110,3,Decent product,01-07-2024,1,195,14,0.568,0
22624,1678,959,2,Stopped working after few days,17-07-2022,1,199,30,0.899,0
22625,2891,359,3,Decent product,06-01-2022,0,41,14,0.654,0
22626,1856,830,4,Excellent quality and fast delivery,13-05-2024,0,72,35,-0.671,0
22627,6495,812,4,Amazing product and good value,17-06-2024,0,189,30,-0.9,0
22628,1925,645,2,"Terrible product, do not buy",21-03-2022,1,180,28,-0.097,0
22629,4746,425,4,Amazing product and good value,12-11-2023,0,50,30,0.583,0
22630,4432,390,2,"Terrible product, do not buy",09-05-2023,0,93,28,-0.457,0
22631,6274,682,2,Stopped working after few days,29-08-2024,0,42,30,-0.146,0
22632,2963,633,5,Amazing product and good value,14-02-2024,1,124,30,-0.148,0
22633,6400,314,1,"Terrible product, do not buy",08-01-2022,1,96,28,-0.86,0
22634,7967,175,3,Nothing special but acceptable,06-05-2023,0,122,30,0.165,0
22635,2121,361,5,Works perfectly and looks great,15-05-2023,0,163,31,0.579,0
22636,2294,276,5,Excellent quality and fast delivery,19-05-2024,1,120,35,0.015,0
22637,6302,870,4,Amazing product and good value,19-03-2023,1,80,30,-0.635,0
22638,555,630,2,Very disappointed with the quality,01-06-2024,1,76,34,0.476,0
22639,3355,1002,2,"Terrible product, do not buy",01-07-2023,0,14,28,0.267,0
22640,3771,237,2,Waste of money,07-12-2023,0,68,14,0.028,0
22641,7240,606,5,Works perfectly and looks great,14-10-2022,1,106,31,0.071,0
22642,1709,956,1,Waste of money,07-11-2022,0,133,14,0.063,0
22643,5539,632,3,Does the job,09-04-2022,0,195,12,0.484,0
22644,480,435,1,Not as described,15-08-2022,1,54,16,-0.374,0
